timestamp,src_ip_private,src_ip_public,src_ip_default,dst_ip_private,dst_ip_public,dst_ip_default,sport_zero,sport_multiplex,sport_echo,sport_discard,sport_daytime,sport_quote,sport_chwhereen,sport_ftp_data,sport_ftp_control,sport_ssh,sport_telnet,sport_smtp,sport_dns,sport_bootp,sport_gopher,sport_finger,sport_http,sport_kerberos,sport_pop3,sport_nntp,sport_ntp,sport_netbios,sport_imap4,sport_snmp,sport_ldap,sport_https,sport_mds,sport_kpasswd,sport_smtp_ssl,sport_syslog,sport_smtp,sport_ldaps,sport_cups,sport_imap4,sport_socks,sport_openvpn,sport_mssql,sport_citrix,sport_oracle,sport_rapservice,sport_msnmessenger,sport_mgc,sport_mysql,sport_metasploit,sport_emule,sport_xmpp,sport_bittorrent,sport_http2,sport_reserved,sport_register,sport_private,dport_zero,dport_multiplex,dport_echo,dport_discard,dport_daytime,dport_quote,dport_chwhereen,dport_ftp_data,dport_ftp_control,dport_ssh,dport_telnet,dport_smtp,dport_dns,dport_bootp,dport_gopher,dport_finger,dport_http,dport_kerberos,dport_pop3,dport_nntp,dport_ntp,dport_netbios,dport_imap4,dport_snmp,dport_ldap,dport_https,dport_mds,dport_kpasswd,dport_smtp_ssl,dport_syslog,dport_smtp,dport_ldaps,dport_cups,dport_imap4,dport_socks,dport_openvpn,dport_mssql,dport_citrix,dport_oracle,dport_rapservice,dport_msnmessenger,dport_mgc,dport_mysql,dport_metasploit,dport_emule,dport_xmpp,dport_bittorrent,dport_http2,dport_reserved,dport_register,dport_private,protocol_tcp,protocol_udp,protocol_arp,protocol_icmp,protocol_igmp,protocol_other,state_fin,state_con,state_int,state_rst,state_other,in_npackets_verylow,in_npackets_low,in_npackets_medium,in_npackets_high,in_npackets_veryhigh,out_npackets_verylow,out_npackets_low,out_npackets_medium,out_npackets_high,out_npackets_veryhigh,in_nbytes_verylow,in_nbytes_low,in_nbytes_medium,in_nbytes_high,in_nbytes_veryhigh,out_nbytes_verylow,out_nbytes_low,out_nbytes_medium,out_nbytes_high,out_nbytes_veryhigh,label_background,label_exploits,label_fuzzers,label_reconnaissance,label_dos,label_analysis,label_backdoor,label_shellcode,label_worms,label_other,binary_label_normal,binary_label_attack
20150122195020,8,2195,0,5,2195,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1644,551,8,0,0,0,0,0,0,0,46,49,0,61,319,0,0,0,215,0,4,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,1,784,1307,112,1790,405,3,2,0,3,1790,396,12,0,5,331,1221,581,70,0,336,1215,580,64,8,322,200,1596,84,1,18,581,1083,491,30,2142,38,0,14,3,0,0,3,0,3,2142,61
20150122195030,10,2256,0,7,2256,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1682,574,10,0,0,0,0,0,0,0,50,53,0,63,305,0,0,0,189,0,4,0,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,0,765,1359,142,1852,404,5,2,0,3,1852,394,15,0,5,322,1249,617,78,0,327,1242,618,71,8,310,229,1636,90,1,23,559,1121,529,34,2208,30,0,16,3,0,0,4,0,5,2208,58
20150122195040,9,2308,0,7,2308,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1748,560,9,0,0,0,0,0,0,0,44,51,0,63,288,0,0,0,178,0,6,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,924,0,728,1425,164,1920,388,5,2,0,2,1920,377,16,0,4,306,1275,646,90,0,310,1268,649,82,8,293,241,1677,105,1,23,524,1145,578,47,2258,31,0,15,4,0,0,4,0,5,2258,59
20150122195050,9,1642,0,7,1642,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1262,379,10,0,0,0,0,0,0,0,45,50,1,68,279,0,0,0,164,0,7,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,282,0,712,774,165,1261,380,5,3,0,2,1261,372,13,0,5,295,727,554,75,0,299,720,556,74,2,285,225,1041,100,0,21,491,615,489,35,1592,32,0,14,5,0,0,4,0,4,1592,59
20150122195100,9,1444,0,7,1444,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1117,326,10,0,0,0,0,0,0,0,42,45,1,65,264,0,0,0,153,0,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,144,0,683,624,146,1064,379,5,3,0,2,1064,371,13,0,5,280,593,498,82,0,284,584,502,81,2,270,228,854,101,0,21,459,483,450,40,1396,31,0,13,4,0,0,5,0,4,1396,57
20150122195110,9,1356,0,7,1356,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1042,313,10,0,0,0,0,0,0,0,41,45,1,62,250,0,0,0,143,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,1,655,569,141,987,368,5,3,0,2,987,359,14,0,5,267,514,482,102,0,271,506,486,100,2,255,224,770,116,0,22,433,416,436,58,1308,32,0,12,3,0,0,4,0,6,1308,57
20150122195120,9,1362,0,7,1362,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1062,299,10,0,0,0,0,0,0,0,33,36,1,55,240,0,0,0,145,0,5,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,1,630,586,155,997,364,5,3,0,2,997,354,15,0,5,258,508,504,101,0,262,504,504,101,0,246,223,790,112,0,23,424,403,461,60,1311,29,0,14,7,0,0,3,0,7,1311,60
20150122195130,8,1338,0,6,1338,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1042,295,9,0,0,0,0,0,0,0,24,39,1,51,230,0,0,0,155,0,6,1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102,1,614,594,138,987,350,4,3,0,2,987,341,13,0,5,245,478,502,121,0,249,495,480,122,0,235,199,783,129,0,20,408,382,454,82,1283,37,0,12,7,0,0,3,0,4,1283,63
20150122195140,8,1324,0,6,1324,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1020,303,9,0,0,0,0,0,0,0,28,44,1,51,220,0,0,0,142,0,4,1,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,603,595,134,970,353,4,3,0,2,970,343,14,0,5,236,453,526,117,0,240,493,479,120,0,225,209,777,121,0,21,405,383,446,77,1269,35,0,13,7,0,0,4,0,4,1269,63
20150122195150,9,1332,0,7,1332,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1016,316,9,0,0,0,0,0,0,0,32,47,0,47,214,0,0,0,140,0,4,1,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,593,609,139,988,344,5,2,0,2,988,336,13,0,4,229,447,543,122,0,233,511,472,125,0,219,213,788,121,0,20,403,398,438,82,1279,31,0,12,8,0,0,4,0,7,1279,62
20150122195200,7,1343,0,5,1343,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1014,328,7,0,0,0,0,0,0,0,33,47,0,48,212,0,0,0,164,0,4,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,606,598,146,1011,332,5,0,0,2,987,326,11,24,2,225,450,562,113,0,251,516,468,115,0,217,231,784,117,1,40,392,401,440,77,1288,33,0,12,8,0,0,3,0,6,1288,62
20150122195210,9,1343,0,7,1343,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1007,334,9,0,0,0,0,0,0,0,28,47,0,48,200,0,0,0,195,0,5,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,628,581,143,1016,327,5,2,0,2,956,322,10,60,4,212,456,580,104,0,276,510,460,106,0,205,266,772,108,1,77,377,386,445,67,1289,34,0,14,9,0,0,2,0,4,1289,63
20150122195220,8,1313,0,6,1313,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,960,348,11,0,0,0,0,0,0,0,24,51,0,48,195,0,0,0,195,0,5,1,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,619,574,128,997,313,4,2,0,5,937,307,13,60,4,207,426,579,108,1,274,501,435,110,1,199,246,763,112,1,79,358,380,432,72,1259,34,1,15,6,0,0,2,0,4,1259,62
20150122195230,9,1318,0,7,1318,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,975,338,12,0,0,0,0,0,0,0,32,51,0,55,203,0,0,0,186,0,4,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,635,557,135,991,324,5,2,0,5,931,320,12,60,4,214,446,583,83,1,281,521,440,84,1,207,267,756,96,1,79,374,408,420,46,1267,32,1,14,8,0,0,1,0,4,1267,60
20150122195240,9,1319,0,7,1319,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,969,345,12,0,0,0,0,0,0,0,33,56,0,58,214,0,0,0,191,0,5,1,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,657,536,135,997,319,5,2,0,5,937,315,12,60,4,225,441,578,83,1,292,510,444,81,1,218,257,749,102,2,79,370,418,414,47,1267,33,1,15,7,0,0,0,0,5,1267,61
20150122195250,8,1312,0,6,1312,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,958,349,11,0,0,0,0,0,0,0,31,58,0,56,219,0,0,0,199,0,4,1,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,667,523,130,982,327,4,2,0,5,922,321,13,60,4,230,440,566,83,1,297,506,436,80,1,222,257,738,100,3,79,377,408,408,48,1257,39,1,14,5,0,0,1,0,3,1257,63
20150122195300,9,1322,0,7,1322,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,968,350,12,0,0,0,0,0,0,0,35,59,0,57,216,0,0,0,168,0,3,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,644,549,138,984,335,5,2,0,5,948,327,16,36,4,231,426,567,106,1,274,521,431,104,1,220,247,736,125,3,59,389,426,384,73,1266,38,1,15,6,0,0,2,0,3,1266,65
20150122195310,9,1303,0,7,1303,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,953,343,16,0,0,0,0,0,0,0,40,63,0,57,223,0,0,0,129,0,3,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,1,625,546,141,959,337,5,2,0,9,959,330,19,0,4,237,398,570,106,1,248,524,434,105,1,227,217,740,125,3,26,398,442,372,74,1244,39,2,13,7,0,0,2,0,5,1244,68
20150122195320,9,1325,0,7,1325,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,967,354,13,0,0,0,0,0,0,0,43,69,0,58,225,0,0,0,142,0,2,1,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,1,644,551,139,983,338,5,2,0,6,983,332,15,0,4,238,423,574,99,0,246,545,445,98,0,229,235,745,122,3,22,417,450,375,70,1257,38,13,13,6,0,0,2,0,5,1257,77
20150122195330,8,1327,0,6,1327,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,959,364,12,0,0,0,0,0,0,0,37,73,0,55,210,0,0,0,160,0,2,1,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78,0,648,567,120,1009,314,4,2,0,6,1009,306,16,0,4,223,425,590,97,0,231,553,455,96,0,213,235,760,124,3,22,417,443,380,73,1224,38,47,15,4,0,0,2,0,5,1224,111
20150122195340,9,1349,0,7,1349,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,970,375,13,0,0,0,0,0,0,0,33,73,0,57,210,0,0,0,170,0,2,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,0,674,576,108,1021,324,5,2,0,6,1021,315,18,0,4,226,454,580,98,0,234,582,444,98,0,215,252,761,128,2,25,448,440,373,72,1225,36,72,14,3,0,0,4,0,4,1225,133
20150122195350,9,1372,0,7,1372,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,990,378,13,0,0,0,0,0,0,0,34,81,0,59,209,0,0,0,167,0,4,0,0,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,0,700,580,101,1043,325,5,2,0,6,1043,318,16,0,4,225,476,582,98,0,233,601,448,99,0,214,270,767,129,1,24,467,462,361,67,1235,36,85,15,3,0,0,3,0,4,1235,146
20150122195400,8,1352,0,6,1352,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,974,374,12,0,0,0,0,0,0,0,31,85,0,57,202,0,0,0,164,0,6,0,0,0,37,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,0,698,563,99,1040,308,4,2,0,6,1040,302,14,0,4,215,470,594,81,0,223,593,462,82,0,206,264,780,110,0,21,462,457,373,47,1204,38,94,13,4,0,0,2,1,4,1204,156
20150122195410,7,1399,0,5,1399,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1010,389,7,0,0,0,0,0,0,0,28,85,0,55,201,0,0,0,167,0,5,0,0,0,36,0,0,1,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,722,592,92,1078,321,5,0,0,2,1078,300,26,0,2,231,485,589,101,0,233,608,464,101,0,206,278,793,129,0,32,477,449,381,67,1231,35,116,16,3,0,0,2,1,2,1231,175
20150122195420,7,1375,0,5,1375,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1004,371,7,0,0,0,0,0,0,0,26,89,0,57,200,0,0,0,153,0,6,0,0,0,38,0,0,1,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,715,578,89,1055,320,5,0,0,2,1055,295,30,0,2,234,460,587,101,0,236,586,458,102,0,205,257,791,129,0,36,456,456,368,66,1214,37,107,14,5,0,0,2,1,2,1214,168
20150122195430,9,1380,0,7,1380,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1017,363,9,0,0,0,0,0,0,0,33,86,0,58,220,0,0,0,143,0,6,0,0,0,37,0,0,1,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,719,570,100,1040,340,5,2,0,2,1040,315,30,0,4,254,457,571,107,0,258,572,449,110,0,225,249,782,133,0,38,454,462,361,74,1256,34,73,13,6,0,0,2,1,4,1256,133
20150122195440,9,1343,0,7,1343,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,993,350,9,0,0,0,0,0,0,0,33,89,0,52,209,0,0,0,129,0,6,0,0,0,37,0,0,1,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1,680,574,98,1015,328,5,2,0,2,1015,306,27,0,4,240,425,579,108,0,244,549,448,111,0,213,234,779,126,0,35,421,465,356,75,1242,34,48,16,6,0,0,0,1,5,1242,110
