timestamp,src_ip_private,src_ip_public,src_ip_default,dst_ip_private,dst_ip_public,dst_ip_default,sport_zero,sport_multiplex,sport_echo,sport_discard,sport_daytime,sport_quote,sport_chwhereen,sport_ftp_data,sport_ftp_control,sport_ssh,sport_telnet,sport_smtp,sport_dns,sport_bootp,sport_gopher,sport_finger,sport_http,sport_kerberos,sport_pop3,sport_nntp,sport_ntp,sport_netbios,sport_imap4,sport_snmp,sport_ldap,sport_https,sport_mds,sport_kpasswd,sport_smtp_ssl,sport_syslog,sport_smtp,sport_ldaps,sport_cups,sport_imap4,sport_socks,sport_openvpn,sport_mssql,sport_citrix,sport_oracle,sport_rapservice,sport_msnmessenger,sport_mgc,sport_mysql,sport_metasploit,sport_emule,sport_xmpp,sport_bittorrent,sport_http2,sport_reserved,sport_register,sport_private,dport_zero,dport_multiplex,dport_echo,dport_discard,dport_daytime,dport_quote,dport_chwhereen,dport_ftp_data,dport_ftp_control,dport_ssh,dport_telnet,dport_smtp,dport_dns,dport_bootp,dport_gopher,dport_finger,dport_http,dport_kerberos,dport_pop3,dport_nntp,dport_ntp,dport_netbios,dport_imap4,dport_snmp,dport_ldap,dport_https,dport_mds,dport_kpasswd,dport_smtp_ssl,dport_syslog,dport_smtp,dport_ldaps,dport_cups,dport_imap4,dport_socks,dport_openvpn,dport_mssql,dport_citrix,dport_oracle,dport_rapservice,dport_msnmessenger,dport_mgc,dport_mysql,dport_metasploit,dport_emule,dport_xmpp,dport_bittorrent,dport_http2,dport_reserved,dport_register,dport_private,protocol_6,protocol_17,protocol_other,npackets_verylow,npackets_low,npackets_medium,npackets_high,npackets_veryhigh,npackets_b_verylow,npackets_b_low,npackets_b_medium,npackets_b_high,npackets_b_veryhigh,nbytes_verylow,nbytes_low,nbytes_medium,nbytes_high,nbytes_veryhigh,nbytes_b_verylow,nbytes_b_low,nbytes_b_medium,nbytes_b_high,nbytes_b_veryhigh,label_background,label_other
20/02/2018 01:01:12,581,419,0,719,280,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,120,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,69,720,22,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,113,0,0,0,2,0,0,0,0,169,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,189,178,736,242,22,665,321,14,0,0,661,336,3,0,0,688,127,185,0,0,620,143,235,2,0,1000,0
20/02/2018 01:01:19,658,342,0,790,207,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,2,0,0,0,55,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,119,750,17,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,90,0,0,0,2,2,0,0,0,127,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,195,98,579,404,17,655,309,34,2,0,649,317,27,7,0,674,107,218,1,0,541,208,224,20,7,1000,0
20/02/2018 01:01:24,670,330,0,717,280,3,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,1,0,0,0,105,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,54,773,15,0,0,0,0,0,0,0,0,0,1,0,340,2,0,0,80,0,0,0,0,2,0,0,0,195,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,146,151,639,346,15,691,285,24,0,0,705,279,15,1,0,723,114,162,1,0,597,178,208,15,2,1000,0
20/02/2018 01:01:30,701,299,0,715,283,2,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0,0,97,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,62,767,19,0,0,0,0,0,0,0,0,0,1,0,376,1,0,0,76,0,0,0,0,0,0,0,0,198,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,113,142,603,378,19,705,272,22,1,0,715,269,15,0,1,736,115,147,2,0,589,210,191,9,1,1000,0
20/02/2018 01:01:36,699,301,0,688,310,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,90,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,41,784,26,0,0,0,0,0,0,0,0,0,2,0,339,0,0,0,95,0,0,0,0,0,0,0,0,221,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,101,146,633,341,26,682,261,56,1,0,688,277,25,9,1,713,122,164,1,0,609,180,186,13,12,1000,0
20/02/2018 01:01:41,702,298,0,730,264,6,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,2,0,0,0,109,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,41,788,21,0,0,0,0,0,0,0,0,0,0,0,378,1,0,0,96,0,0,0,0,2,0,0,0,186,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,118,141,592,387,21,723,247,29,1,0,721,253,20,6,0,741,109,149,1,0,638,176,159,20,7,1000,0
20/02/2018 01:01:46,618,382,0,729,267,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,67,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,50,791,32,0,0,0,0,0,0,0,0,0,3,0,293,0,0,0,97,0,0,0,0,1,0,0,0,169,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,209,122,668,300,32,593,371,36,0,0,604,370,23,3,0,646,114,240,0,0,514,207,260,16,3,1000,0
20/02/2018 01:01:54,650,350,0,754,245,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,77,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,50,799,22,0,0,0,0,0,0,0,0,0,1,0,361,0,0,0,122,0,0,0,0,0,0,0,0,123,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,166,124,617,361,22,662,313,24,0,1,662,320,17,0,1,688,130,182,0,0,566,198,226,8,2,1000,0
20/02/2018 01:02:01,666,334,0,743,254,3,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,68,727,28,0,0,0,0,0,0,0,0,1,0,0,374,1,0,0,80,0,0,0,1,0,0,0,0,145,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,117,164,594,378,28,723,242,35,0,0,730,246,22,2,0,752,120,128,0,0,647,184,147,19,3,1000,0
20/02/2018 01:02:08,533,467,0,741,255,4,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0,0,0,115,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,112,670,29,0,0,0,0,0,0,0,0,0,0,0,249,2,0,0,74,0,0,0,0,0,0,0,0,147,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,214,178,718,253,29,618,360,20,1,1,641,339,18,1,1,655,128,215,2,0,583,161,247,7,2,1000,0
20/02/2018 01:02:15,450,550,0,774,218,8,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,38,0,0,0,0,2,0,0,0,95,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,155,608,40,0,0,0,0,0,0,0,0,0,1,0,164,2,0,0,100,0,0,0,0,2,0,0,0,104,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,276,184,786,174,40,591,388,19,0,2,600,388,10,0,2,637,108,251,4,0,563,166,265,4,2,1000,0
20/02/2018 01:02:24,662,338,0,726,272,2,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,90,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,58,759,29,0,0,0,0,0,0,0,0,0,0,0,366,1,0,0,73,0,0,0,0,0,0,0,0,181,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,135,144,603,368,29,679,291,29,0,1,684,287,28,0,1,707,125,166,2,0,597,169,215,18,1,1000,0
20/02/2018 01:02:30,582,418,0,743,256,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,86,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,56,758,37,0,0,0,0,0,0,0,0,0,1,0,254,0,0,0,127,0,0,0,0,0,0,0,0,145,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,197,143,708,255,37,595,382,23,0,0,594,386,20,0,0,637,145,217,1,0,529,205,252,13,1,1000,0
20/02/2018 01:02:37,701,299,0,739,255,6,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,73,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,51,799,31,0,0,0,0,0,0,0,0,0,1,0,414,1,0,0,77,0,0,0,0,1,0,0,0,157,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,122,111,548,421,31,683,282,33,2,0,692,268,33,6,1,709,134,153,4,0,594,192,179,28,7,1000,0
20/02/2018 01:02:41,757,243,0,714,285,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,69,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121,39,840,15,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,91,0,0,0,0,0,0,0,0,202,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,102,104,546,439,15,669,298,27,5,1,664,304,24,6,2,685,145,164,6,0,552,200,222,17,9,1000,0
20/02/2018 01:02:45,729,271,0,705,288,7,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,71,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,50,826,17,0,0,0,0,0,0,0,0,0,1,0,408,2,0,0,71,0,0,0,0,0,0,0,0,205,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,149,98,569,414,17,623,327,44,6,0,627,335,30,7,1,633,153,210,4,0,499,204,265,24,8,1000,0
20/02/2018 01:02:48,600,400,0,720,271,9,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,1,0,0,0,72,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,160,685,26,0,0,0,0,0,0,0,0,0,0,0,262,3,0,0,103,0,0,0,0,1,0,0,0,177,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,246,117,700,274,26,574,403,22,1,0,592,391,16,0,1,615,124,260,1,0,498,185,303,13,1,1000,0
20/02/2018 01:02:55,511,489,0,695,304,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,99,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,123,651,43,0,0,0,0,0,0,0,0,0,3,0,160,0,0,0,106,0,0,0,0,0,0,0,0,173,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,213,164,796,161,43,632,350,18,0,0,635,356,9,0,0,660,134,206,0,0,592,179,223,5,1,1000,0
20/02/2018 01:03:03,648,352,0,730,268,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,48,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,61,804,23,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,87,0,0,0,0,1,0,0,0,157,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,194,98,628,349,23,634,342,24,0,0,636,350,13,1,0,649,148,203,0,0,558,174,258,8,2,1000,0
20/02/2018 01:03:08,559,441,0,794,206,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,62,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,94,763,28,0,0,0,0,0,0,0,0,0,1,0,348,0,0,0,57,0,0,0,0,0,0,0,0,110,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613,278,109,624,348,28,586,399,15,0,0,601,388,10,1,0,606,110,284,0,0,526,154,310,9,1,1000,0
20/02/2018 01:03:13,570,430,0,794,206,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,61,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,66,802,23,0,0,0,0,0,0,0,0,1,0,0,320,0,0,0,92,0,0,0,0,0,0,0,0,117,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,271,100,657,320,23,597,391,12,0,0,590,393,17,0,0,616,107,276,1,0,516,166,306,12,0,1000,0
20/02/2018 01:03:19,658,342,0,742,257,1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,52,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,56,793,28,0,0,0,0,0,0,0,0,1,0,0,372,1,0,0,77,0,0,0,0,0,0,0,0,147,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,146,109,599,373,28,688,281,26,5,0,693,288,13,6,0,709,135,156,0,0,623,186,176,8,7,1000,0
20/02/2018 01:03:25,578,422,0,780,218,2,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,85,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,38,790,26,0,0,0,0,0,0,0,0,0,2,0,319,0,0,0,86,0,0,0,0,1,0,0,0,130,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,212,141,651,323,26,626,359,15,0,0,638,350,12,0,0,656,121,222,1,0,581,166,243,10,0,1000,0
20/02/2018 01:03:31,606,394,0,759,240,1,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,92,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,54,765,24,0,0,0,0,0,0,0,0,0,1,0,319,0,0,0,96,0,0,0,0,0,0,0,0,139,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,165,151,656,320,24,633,331,35,1,0,642,336,21,0,1,669,139,191,1,0,593,161,232,13,1,1000,0
20/02/2018 01:03:37,605,395,0,743,257,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,88,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,96,702,27,0,0,0,0,0,0,0,0,0,1,0,292,0,0,0,94,0,0,0,0,0,0,0,0,138,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,171,159,681,292,27,619,357,24,0,0,651,336,12,1,0,675,154,171,0,0,580,195,216,8,1,1000,0
20/02/2018 01:03:45,618,382,0,792,208,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,80,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,69,759,21,0,0,0,0,0,0,0,0,1,1,0,329,0,0,0,105,0,0,0,0,0,0,0,0,119,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,187,137,650,329,21,678,300,22,0,0,674,312,13,1,0,713,100,187,0,0,614,176,200,9,1,1000,0
20/02/2018 01:03:53,739,261,0,730,270,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,50,819,16,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,130,0,0,0,0,0,0,0,0,139,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,107,102,562,422,16,679,292,29,0,0,682,295,23,0,0,702,176,122,0,0,558,238,189,13,2,1000,0
20/02/2018 01:03:59,612,388,0,764,234,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,85,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,76,744,17,0,0,0,0,0,0,0,0,0,3,0,323,0,0,0,95,0,0,0,0,1,0,0,0,141,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,173,154,657,326,17,650,322,26,2,0,659,320,17,3,1,672,136,191,1,0,564,206,216,11,3,1000,0
20/02/2018 01:04:07,816,184,0,721,277,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,40,871,20,0,0,0,0,0,0,0,0,0,0,0,506,0,0,0,72,0,0,0,0,1,0,0,0,194,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,92,67,471,509,20,684,233,76,6,1,698,229,60,11,2,708,118,169,5,0,506,249,176,55,14,1000,0
20/02/2018 01:04:12,812,188,0,708,290,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,45,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,33,883,15,0,0,0,0,0,0,0,0,0,2,0,507,0,0,0,87,0,0,0,0,1,0,0,0,183,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,106,62,475,510,15,676,271,52,1,0,671,283,45,1,0,685,143,171,1,0,509,240,213,35,3,1000,0
