timestamp,src_ip_private,src_ip_public,src_ip_default,dst_ip_private,dst_ip_public,dst_ip_default,sport_zero,sport_multiplex,sport_echo,sport_discard,sport_daytime,sport_quote,sport_chwhereen,sport_ftp_data,sport_ftp_control,sport_ssh,sport_telnet,sport_smtp,sport_dns,sport_bootp,sport_gopher,sport_finger,sport_http,sport_kerberos,sport_pop3,sport_nntp,sport_ntp,sport_netbios,sport_imap4,sport_snmp,sport_ldap,sport_https,sport_mds,sport_kpasswd,sport_smtp_ssl,sport_syslog,sport_smtp,sport_ldaps,sport_cups,sport_imap4,sport_socks,sport_openvpn,sport_mssql,sport_citrix,sport_oracle,sport_rapservice,sport_msnmessenger,sport_mgc,sport_mysql,sport_metasploit,sport_emule,sport_xmpp,sport_bittorrent,sport_http2,sport_reserved,sport_register,sport_private,dport_zero,dport_multiplex,dport_echo,dport_discard,dport_daytime,dport_quote,dport_chwhereen,dport_ftp_data,dport_ftp_control,dport_ssh,dport_telnet,dport_smtp,dport_dns,dport_bootp,dport_gopher,dport_finger,dport_http,dport_kerberos,dport_pop3,dport_nntp,dport_ntp,dport_netbios,dport_imap4,dport_snmp,dport_ldap,dport_https,dport_mds,dport_kpasswd,dport_smtp_ssl,dport_syslog,dport_smtp,dport_ldaps,dport_cups,dport_imap4,dport_socks,dport_openvpn,dport_mssql,dport_citrix,dport_oracle,dport_rapservice,dport_msnmessenger,dport_mgc,dport_mysql,dport_metasploit,dport_emule,dport_xmpp,dport_bittorrent,dport_http2,dport_reserved,dport_register,dport_private,protocol_tcp,protocol_udp,protocol_icmp,protocol_igmp,protocol_other,tcpflags_URG,tcpflags_ACK,tcpflags_PSH,tcpflags_RST,tcpflags_SYN,tcpflags_FIN,srctos_zero,srctos_192,srctos_other,npackets_verylow,npackets_low,npackets_medium,npackets_high,npackets_veryhigh,nbytes_verylow,nbytes_low,nbytes_medium,nbytes_high,nbytes_veryhigh,label_background,label_dos,label_scan44,label_scan11,label_nerisbotnet,label_blacklist,label_anomaly-udpscan,label_anomaly-sshscan,label_anomaly-spam,label_other
2016-07-27 13:44:44,0,9786,214,0,9739,261,76,0,0,0,0,0,0,0,25,5,4,94,1301,0,0,0,1433,0,45,0,11,1,19,5,0,1016,38,0,0,0,0,0,0,18,0,1,2,0,0,0,0,0,4,0,0,4,0,8,4098,3007,2895,14,1,0,0,0,12,0,0,25,5,44,96,1339,0,1,0,1486,0,42,0,14,2,15,20,1,1031,631,0,0,0,0,0,0,19,0,0,2,0,0,0,0,0,1,0,0,5,0,11,4853,2291,2856,6768,3154,75,0,3,0,0,0,0,0,0,8459,29,1512,5251,3958,595,182,14,4239,2673,2389,558,141,9984,0,0,0,0,16,0,0,0,0
2016-07-27 13:44:50,0,9849,151,0,9779,221,82,0,0,0,0,0,0,0,20,4,2,96,1417,0,0,0,1465,0,49,0,17,4,23,3,0,1084,60,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,3,0,0,6,0,6,4336,2819,2845,26,1,0,0,0,3,0,0,23,11,48,102,1424,0,0,0,1545,0,39,0,16,7,26,19,0,1066,716,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,3,0,0,4,1,9,5114,2262,2624,6936,2982,71,0,11,0,0,0,0,0,0,8403,14,1583,5310,3825,688,157,20,4393,2503,2393,568,143,9990,0,0,0,0,10,0,0,0,0
2016-07-27 13:44:55,0,9613,387,1,9770,229,66,0,0,0,0,0,0,0,35,5,3,67,1207,0,0,0,1528,0,54,0,20,3,12,7,0,1090,50,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,2,0,0,4,0,2,4169,3132,2699,18,2,0,0,0,9,0,0,35,6,39,71,1262,0,0,0,1584,0,49,0,53,4,11,20,0,1106,606,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,1,0,0,8,1,2,4919,2443,2638,7031,2901,63,0,5,0,0,0,0,0,0,8453,16,1531,5113,4045,682,148,12,4121,2494,2604,664,117,9981,0,0,0,0,19,0,0,0,0
2016-07-27 13:45:01,0,9697,303,0,9780,220,64,0,0,0,0,0,0,0,25,3,0,89,1335,0,0,0,1448,0,77,0,10,0,45,7,0,963,59,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,5,0,9,4140,3138,2722,26,1,1,0,0,3,0,0,24,7,28,91,1362,0,0,0,1461,0,68,0,13,1,43,27,0,989,636,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,6,0,7,4820,2388,2792,6709,3226,58,0,7,0,0,0,0,0,0,8332,11,1657,5485,3705,621,169,20,4288,2746,2315,526,125,9986,0,0,0,0,14,0,0,0,0
2016-07-27 13:45:06,0,9821,179,0,9802,198,96,0,0,0,0,0,0,0,23,15,9,83,1435,0,0,0,1284,0,90,0,15,3,74,19,0,946,60,0,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,7,0,5,4169,3227,2604,34,1,0,0,0,6,1,0,25,26,49,88,1478,0,0,0,1324,0,82,0,20,8,72,40,0,985,720,0,0,0,2,0,0,9,0,0,1,0,0,0,0,0,0,0,0,6,0,10,5015,2568,2417,6724,3180,91,0,5,0,0,0,0,0,0,8391,20,1589,5510,3623,703,144,20,4547,2507,2233,602,111,9975,0,0,0,0,25,0,0,0,0
2016-07-27 13:45:11,0,9795,205,1,9782,217,80,0,0,0,0,0,0,0,8,11,1,127,1447,0,0,0,1465,0,70,0,13,2,43,11,0,988,49,0,1,0,1,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,0,15,4331,2981,2688,33,1,0,0,0,10,0,0,12,10,57,129,1466,0,0,0,1441,0,69,0,18,5,42,42,0,1061,628,0,1,0,1,0,0,5,0,1,0,0,0,0,0,0,2,0,0,1,0,17,5059,2345,2596,6730,3187,70,0,13,0,0,0,0,0,0,8609,12,1379,5004,3979,759,234,24,4246,2396,2529,657,172,9975,0,0,0,0,25,0,0,0,0
2016-07-27 13:45:17,0,9837,163,0,9741,259,70,0,0,0,0,0,0,0,12,24,1,67,1560,0,0,0,1358,0,81,0,20,5,19,18,0,908,64,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,5,0,0,6,0,9,4223,3109,2668,27,1,0,0,0,8,0,0,15,19,55,71,1559,0,0,0,1487,0,73,0,23,7,21,28,0,953,739,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,2,0,0,8,0,13,5122,2485,2393,6612,3316,65,0,7,0,0,0,0,0,0,8466,14,1520,5529,3657,619,164,31,4634,2577,2138,516,135,9892,0,0,0,0,108,0,0,0,0
2016-07-27 13:45:23,1,9842,157,1,9757,242,66,0,0,0,0,0,0,0,7,10,3,80,1368,0,0,0,1267,0,89,0,15,0,11,2,0,1045,57,0,2,0,0,0,0,7,0,1,1,0,0,0,0,0,2,0,0,2,1,5,4034,3034,2932,19,1,0,0,0,7,0,0,6,11,102,95,1348,0,0,0,1393,0,86,0,16,1,8,18,0,1073,709,0,2,0,1,0,0,7,0,1,1,0,0,0,0,0,2,0,0,2,2,9,4942,2158,2900,6641,3292,60,0,7,0,0,0,0,0,0,7926,13,2061,5364,3864,579,172,21,4239,2761,2329,525,146,9971,0,0,0,0,29,0,0,0,0
2016-07-27 13:45:28,0,9838,162,0,9731,269,85,0,0,0,0,0,0,0,11,5,1,91,1362,0,0,0,1411,0,56,0,12,0,9,24,0,993,66,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,1,0,0,6,0,4,4146,3031,2823,20,2,0,0,0,3,0,0,10,6,67,102,1495,0,0,0,1542,0,52,0,17,0,9,40,0,1074,749,0,0,0,1,0,0,10,1,0,2,0,0,0,0,0,1,0,0,7,1,10,5247,2204,2549,6816,3098,80,0,6,0,0,0,0,0,0,8319,21,1660,5276,3880,653,174,17,4445,2468,2342,601,144,9977,0,0,0,0,23,0,0,0,0
2016-07-27 13:45:34,0,9827,173,0,9731,269,75,0,0,0,0,0,0,0,20,16,9,108,1384,0,0,0,1352,0,41,0,8,4,31,8,0,1114,51,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,1,5,4238,2994,2768,27,1,0,0,0,3,0,0,14,25,93,116,1376,0,0,0,1352,0,33,0,10,3,30,29,0,1128,618,0,2,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,8,0,6,4909,2452,2639,6835,3088,68,0,9,0,0,0,0,0,0,8332,13,1655,5228,4042,567,156,7,4363,2675,2335,500,127,9984,0,0,0,0,16,0,0,0,0
2016-07-27 13:45:40,1,9841,158,3,9756,241,75,0,0,0,0,0,0,0,5,0,1,112,1405,0,0,0,1446,0,35,0,9,1,14,20,0,1004,73,0,0,0,1,0,0,14,1,0,0,0,0,0,0,0,2,0,0,4,0,9,4219,3043,2738,12,1,0,0,0,5,0,0,16,2,47,123,1439,0,0,0,1508,0,34,0,12,1,17,47,0,1014,759,0,0,0,0,0,0,14,1,0,1,0,0,0,0,0,2,0,0,3,0,10,5092,2255,2653,6752,3173,71,0,4,0,0,0,0,0,0,8462,20,1518,5228,3752,809,187,24,4306,2537,2296,671,190,9945,0,0,0,0,55,0,0,0,0
2016-07-27 13:45:46,3,9620,377,3,9830,167,86,0,0,0,0,0,0,2,11,2,0,71,1663,0,0,0,1181,0,51,0,14,1,14,10,0,958,48,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4123,3102,2775,22,1,0,0,0,1,0,2,8,0,64,84,1688,0,0,0,1207,0,55,0,15,4,13,31,0,988,612,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,1,4,4840,2263,2897,5869,4045,81,0,5,0,0,0,0,0,0,8435,21,1544,5709,3465,641,167,18,4529,2602,2186,546,137,9984,0,0,0,0,16,0,0,0,0
2016-07-27 13:45:51,0,9637,363,2,9740,258,66,0,0,0,0,0,0,3,14,4,5,110,1446,0,0,0,1267,0,37,0,13,2,26,8,0,1075,46,0,0,0,2,0,0,6,1,2,0,0,0,0,0,0,8,0,0,5,0,1,4143,3121,2736,18,1,0,0,0,8,0,3,8,5,87,118,1425,0,0,1,1297,0,32,0,15,1,26,40,0,1057,824,0,0,0,1,0,0,6,2,1,0,0,0,0,0,0,3,0,0,8,2,4,5021,2263,2716,6688,3244,62,0,6,0,0,0,0,0,0,8297,12,1691,5524,3651,658,146,21,4409,2650,2347,473,121,9978,0,0,0,0,22,0,0,0,0
2016-07-27 13:45:57,0,9827,173,1,9760,239,63,0,0,0,0,0,0,1,5,3,1,88,1354,0,0,0,1334,0,57,0,15,4,18,10,0,1067,47,0,0,0,2,0,0,20,0,1,0,0,0,0,0,0,2,0,1,4,0,6,4093,3017,2890,20,1,0,0,0,4,0,1,10,1,238,98,1409,0,0,0,1376,0,51,0,50,7,15,29,0,1116,682,0,0,0,2,0,1,15,0,1,0,0,0,0,0,0,1,0,0,2,1,8,5166,2236,2598,6952,2985,61,0,2,0,0,0,0,0,0,8287,15,1698,5615,3672,571,133,9,4511,2667,2246,473,103,9987,0,0,0,0,13,0,0,0,0
2016-07-27 13:46:03,0,9901,99,0,9814,186,65,0,0,0,0,0,0,0,17,13,8,108,1411,0,0,0,1348,0,80,0,18,0,26,10,0,987,48,0,1,0,2,0,0,5,0,1,0,0,0,0,0,0,4,0,0,3,0,4,4158,3000,2842,29,1,0,0,0,6,0,0,16,29,46,109,1411,0,0,0,1430,0,69,0,19,4,28,29,0,1071,661,0,1,0,3,1,0,6,0,0,0,0,0,0,0,0,3,0,0,4,0,3,4999,2253,2748,6734,3200,58,0,8,0,0,0,0,0,0,8253,13,1734,5586,3593,628,170,23,4457,2655,2186,552,150,9964,0,0,0,0,36,0,0,0,0
2016-07-27 13:46:09,0,9866,134,0,9751,249,85,0,0,0,0,0,0,0,10,5,4,88,1103,0,0,0,1597,0,58,0,13,0,20,19,0,1083,44,0,2,0,2,0,0,8,0,0,0,0,0,0,0,0,2,0,0,2,0,3,4149,3157,2694,27,2,1,0,0,10,0,0,10,11,73,98,1129,0,0,0,1605,0,54,0,15,0,17,41,0,1119,833,0,2,0,2,0,0,9,0,1,1,0,0,0,0,0,1,0,0,4,1,12,5097,2433,2470,7375,2539,79,0,7,0,0,0,0,0,0,8400,15,1585,4939,4169,715,165,12,4208,2448,2598,593,153,9970,0,0,0,0,30,0,0,0,0
2016-07-27 13:46:15,0,9814,186,0,9751,249,65,0,0,0,0,0,0,0,12,12,1,82,1548,0,0,0,1380,0,62,0,22,3,24,11,0,897,62,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,5,1,0,4,0,3,4196,3031,2773,7,1,0,0,0,5,0,0,6,9,41,79,1574,0,0,0,1390,0,52,0,29,3,20,38,0,951,723,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,2,0,0,7,0,9,4990,2346,2664,6437,3498,63,0,2,0,0,0,0,0,0,8371,12,1617,5477,3724,584,196,19,4403,2747,2148,556,146,9987,0,0,0,0,13,0,0,0,0
2016-07-27 13:46:21,0,9831,169,4,9759,237,137,0,0,0,0,0,0,0,9,8,3,90,1393,0,0,0,1314,0,57,0,19,3,19,5,0,1040,46,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,4,0,0,3,1,4,4166,3088,2746,27,1,0,0,0,11,0,0,9,6,50,113,1503,0,0,0,1274,0,47,0,24,5,16,31,0,1088,744,0,0,0,0,0,0,13,1,1,0,0,0,0,0,0,2,1,0,4,1,9,5017,2378,2605,6523,3339,129,0,9,0,0,0,0,0,0,8341,18,1641,5369,3757,660,202,12,4400,2531,2323,599,147,9975,0,0,0,0,25,0,0,0,0
2016-07-27 13:46:27,0,9822,178,1,9780,219,79,0,0,0,0,0,0,1,9,4,3,85,1464,0,0,0,1459,0,77,0,20,0,20,25,0,1014,49,0,2,0,0,0,0,5,0,1,0,0,0,0,0,1,4,0,0,5,0,2,4329,2891,2780,29,1,0,0,0,5,0,1,9,2,45,98,1482,0,0,0,1469,0,70,0,21,3,26,34,0,998,672,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,3,0,0,5,0,9,5001,2289,2710,6647,3268,75,0,10,0,0,0,0,0,0,8454,15,1531,5187,4026,579,171,37,4251,2678,2336,584,151,9952,0,0,0,0,48,0,0,0,0
2016-07-27 13:46:33,6,9853,141,3,9797,200,69,0,0,0,0,0,0,0,7,9,3,79,1688,0,0,0,1214,0,41,0,10,3,19,3,0,944,57,0,2,0,1,0,0,3,1,1,0,0,0,0,0,0,2,0,0,3,0,6,4163,3129,2708,30,1,0,0,0,9,0,0,15,29,43,90,1658,0,0,0,1235,0,47,0,14,3,23,26,0,974,657,0,2,0,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,3,0,6,4894,2436,2670,6088,3839,62,0,11,0,0,0,0,0,0,8409,15,1576,5832,3507,545,102,14,4643,2629,2107,531,90,9984,0,0,0,0,16,0,0,0,0
2016-07-27 13:46:38,7,9855,138,1,9790,209,130,0,0,0,0,0,0,0,13,28,8,104,1491,0,0,0,1453,0,49,0,10,0,24,15,0,995,48,0,0,0,0,0,0,4,0,0,2,2,0,0,0,1,0,0,0,5,1,8,4379,3027,2594,18,2,0,0,0,9,0,0,8,18,51,114,1517,0,0,0,1486,0,45,0,12,0,22,47,0,979,714,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,1,0,0,4,1,8,5087,2517,2396,6679,3189,122,0,10,0,0,0,0,0,0,8444,11,1545,5191,3797,742,255,15,4383,2508,2346,598,165,9971,0,0,0,0,29,0,0,0,0
2016-07-27 13:46:44,11,9802,187,1,9789,210,131,0,0,0,0,0,0,0,1,13,0,100,1509,0,0,0,1360,0,44,0,13,0,17,9,0,998,42,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,6,0,10,4256,3078,2666,20,1,0,0,0,9,0,0,2,13,58,108,1569,0,0,0,1375,0,48,0,17,1,16,47,0,1034,732,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,7,0,19,5098,2452,2450,6541,3326,125,0,8,0,0,0,0,0,0,8587,14,1399,5380,3808,618,170,24,4491,2519,2365,500,125,9958,0,0,0,0,42,0,0,0,0
2016-07-27 13:46:50,3,9857,140,4,9787,209,213,1,0,0,0,0,0,0,3,5,1,114,1395,0,0,0,1483,0,52,0,13,0,26,7,0,939,38,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,3,0,4,4306,3079,2615,39,1,0,0,0,4,0,0,7,3,50,121,1410,0,0,0,1484,0,48,0,15,1,26,34,0,927,699,0,2,0,0,0,0,8,0,1,0,0,0,0,0,0,1,0,0,4,0,7,4914,2455,2631,6399,3388,209,0,4,0,0,0,0,0,0,8514,19,1467,5263,3640,821,250,26,4140,2649,2443,594,174,9997,0,0,0,0,3,0,0,0,0
2016-07-27 13:46:56,0,9471,529,2,9761,237,92,0,0,0,0,0,0,0,4,6,4,76,1454,0,0,0,1352,0,45,0,11,2,11,16,0,951,53,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,4,0,6,4102,3091,2807,21,1,0,0,0,5,1,0,4,6,48,91,1523,0,0,0,1380,0,33,0,46,3,19,45,0,1006,619,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,4,0,8,4904,2305,2791,6220,3688,85,0,7,0,0,0,0,0,0,8122,12,1866,5596,3682,539,158,25,4418,2769,2174,517,122,9989,0,0,0,0,11,0,0,0,0
2016-07-27 13:47:02,0,9852,148,1,9750,249,70,0,0,0,0,0,0,0,5,4,1,82,1156,0,0,0,1397,0,81,0,17,1,76,7,0,1173,50,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,8,0,0,1,0,13,4144,3143,2713,34,1,0,0,0,8,0,0,7,10,41,85,1223,0,0,0,1440,0,71,0,23,6,69,19,0,1178,749,0,0,0,2,0,0,9,0,1,0,0,0,0,0,0,5,0,0,3,1,12,5019,2335,2646,7193,2736,67,0,4,0,0,0,0,0,0,8301,12,1687,5080,4186,558,152,24,4124,2823,2468,448,137,9998,0,0,0,0,2,0,0,0,0
2016-07-27 13:47:08,0,9842,158,1,9730,269,131,0,0,0,0,0,0,0,16,14,11,108,1160,0,0,0,1382,0,64,0,9,1,27,17,0,1099,54,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,4,0,0,4,0,6,4110,3133,2757,36,1,0,0,0,8,0,0,15,23,70,105,1280,0,0,0,1417,0,61,0,10,0,26,63,0,1136,792,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,9,5098,2332,2570,7112,2755,122,0,11,0,0,0,0,0,0,8439,11,1550,4993,4242,556,181,28,4203,2648,2463,546,140,9989,0,0,0,0,11,0,0,0,0
2016-07-27 13:47:14,0,9785,215,0,9753,247,76,0,0,0,0,0,0,0,3,3,0,93,1484,0,0,0,1237,0,68,0,16,2,25,15,0,1119,75,0,2,0,2,0,0,8,0,1,0,0,0,0,1,0,4,0,0,6,0,12,4238,3105,2657,29,2,0,0,0,5,0,0,5,4,45,106,1612,0,0,0,1300,0,63,0,19,1,26,24,0,1120,679,0,2,0,2,0,0,7,0,1,0,0,0,0,1,0,2,0,0,10,0,17,5089,2470,2441,6646,3278,74,0,2,0,0,0,0,0,0,8546,16,1438,5265,3966,576,178,15,4459,2486,2369,548,138,9994,0,0,0,0,6,0,0,0,0
